id,title,aliases,artistId,year,year_min,year_max,medium,movement,era,blurb,,
work_view_of_delft,デルフトの眺望,View of Delft,artist_johannes_vermeer,1660,,,oil_painting,,baroque,都市の輪郭を光と空気で磨き、沈黙の風景として描いた。雲間の明るさが一瞬の気象を記憶に変える。,,
work_view_of_delft,デルフト眺望,View of Delft,artist_johannes_vermeer,,1660,1661,oil_painting,,baroque,都市の空気と光を、建物の輪郭よりも大気として描いた風景画。雲間の明るさが一瞬の天候を伝え、時間が止まったように感じられる。,,
work_doni_tondo,ドーニ・トンド,Doni Tondo|The Holy Family,artist_michelangelo_buonarroti,1506,,,painting,,renaissance,円形画面に家族の肉体的な結びつきを強く刻み、宗教画を彫刻的迫力へ近づけた。背景の人物群が、時間の層を曖昧にする。,,
work_doni_tondo,ドーニの聖家族,Doni Tondo,artist_michelangelo_buonarroti,1506,,,painting,,renaissance,彫刻のような肉体の量感で聖家族を描き、円形の中に緊張を閉じ込めた。色が強く、人物が前へ押し出してくる。,,
work_boy_bitten_by_lizard,トカゲに噛まれる少年,Boy Bitten by a Lizard,artist_caravaggio,1596,,,oil_painting,,baroque,驚きの表情を一瞬で凍らせ、感覚の鋭さを絵にした。果物と花の美が、痛みで裏返る。,,
work_narcissus_caravaggio,ナルキッソス,Narcissus,artist_caravaggio,,1597,1599,oil_painting,,baroque,水面の像に取り憑かれる青年を、闇の中の輪で閉じ込めた。自己愛の物語が心理劇として研ぎ澄まされ、静けさが不穏さへ転じる。,,
work_metamorphosis_of_narcissus_dali,ナルキッソスの変貌,Metamorphosis of Narcissus,artist_salvador_dali,1937,,,painting,surrealism,modern_mid_20c,神話を二重像の構造で描き、自己愛の心理を視覚のトリックへ翻訳した。像が手へ変わる瞬間が、変身の感覚を生々しく伝える。,,
work_narcissus_garden_kusama,ナルシスの庭,Narcissus Garden,artist_yayoi_kusama,1966,,,installation,contemporary_art,contemporary,無数の反射球が周囲の世界を断片として映し返し、鑑賞者自身も作品に巻き込む。見ることが増殖し、会場全体が揺らぐ。,,
work_no_14_1960,ナンバー14（1960年）,"No. 14, 1960",artist_mark_rothko,1960,,,painting,abstract_expressionism,modern_mid_20c,明暗の色面がせめぎ合い、画面が静かな緊張で満ちる。境界の滲みが時間を作り、感情がゆっくり変化していく。,,
work_number_1a_1948,ナンバー1A（1948年）,"Number 1A, 1948",artist_jackson_pollock,1948,,,painting,abstract_expressionism,modern_mid_20c,ドリッピングの線が全体に張り巡らされ、中心のない空間が生まれる。密度の中に呼吸の間があり、視線が迷うこと自体が鑑賞になる。,,
work_no_61_rust_and_blue,ナンバー61（錆と青）,No. 61 (Rust and Blue),artist_mark_rothko,1953,,,painting,abstract_expressionism,modern_mid_20c,濃い色面の重なりが沈黙を作り、画面が壁ではなく空間として感じられる。わずかな揺らぎが、感情の層を静かに動かす。,,
work_nevermore_gauguin,ネヴァーモア,Nevermore,artist_paul_gauguin,1897,,,painting,post_impressionism,modern_19c,横たわる女性と黒い鳥で、不安と欲望の影を濃くした。物語が解けないまま、気配だけが画面に沈殿する。,,
work_norham_castle_sunrise,ノーラム城 日の出,Norham Castle Sunrise,artist_jmw_turner,1845,,,watercolor,romanticism,modern_19c,城の形を光の中へ溶かし、輪郭より大気を主題にした。朝の一瞬が、記憶のように柔らかく残る。,,
work_fall_of_phaeton_rubens,パエトーンの墜落,The Fall of Phaeton,artist_peter_paul_rubens,,1604,1605,oil_painting,,baroque,天上の制御が崩れる瞬間を落下の群像で描き、恐怖が速度として迫る。光が暴れ、空が割れる。,,
work_fall_of_phaeton,パエトンの墜落,The Fall of Phaeton,artist_peter_paul_rubens,,1604,1605,oil_painting,,baroque,天空の崩壊を渦巻く群像で描き、混乱を構図の力学へ変えた。光と影が衝突し、神話が災厄の瞬間になる。,,
work_bacchus_caravaggio,バッカス,Bacchus,artist_caravaggio,,1596,1597,oil_painting,,baroque,神話の神を、現実の若者の肌と汚れた爪のまま描いた挑発的作品。誘惑の甘さの奥に、腐敗の予感が混ざり込む。,,
work_bacchus_michelangelo,バッカス,Bacchus,artist_michelangelo_buonarroti,,1496,1497,sculpture,,renaissance,酩酊の不安定さを身体の重心で表し、神像を人間の脆さへ近づけた。崇高さより生々しさが前に出る。,,
work_the_triumph_of_bacchus,バッカスの勝利,The Triumph of Bacchus|Los Borrachos,artist_diego_velazquez,,1628,1629,oil_painting,,baroque,神話の神を庶民の宴席に招き、崇高さを日常へ引き寄せた。笑いの中に、現実の湿度が残る。,,
work_pablo_de_valladolid,パブロ・デ・バリャドリード,Pablo de Valladolid,artist_diego_velazquez,,1635,1636,oil_painting,,baroque,背景をほぼ消し、人物を空気の中に立たせて存在感だけを際立たせた。舞台のような空間が、肖像の現実味を増す。,,
work_judgment_of_paris_rubens,パリスの審判,The Judgment of Paris,artist_peter_paul_rubens,,1632,1636,oil_painting,,baroque,神話の選択を肉体の輝きで描き、欲望と権力が同じ光をまとう。豪奢さが、判断の軽さを皮肉る。,,
work_prince_baltasar_carlos_on_horseback,バルタサール・カルロス王子騎馬像,Prince Baltasar Carlos on Horseback,artist_diego_velazquez,1635,,,oil_painting,,baroque,幼い王子を堂々と描き、権威を演出しながらも不安定さが滲む。馬と空の広がりが、宮廷の舞台性を強める。,,
work_portrait_castiglione,バルダッサーレ・カスティリオーネの肖像,Portrait of Baldassare Castiglione,artist_raphael,,1514,1515,painting,,renaissance,柔らかな視線と控えめな身振りで、知性と品位を凝縮した肖像。華美を避けた色調が、人物の内面の厚みを際立たせる。,,
work_ballet_rehearsal_degas,バレエの稽古,Ballet Rehearsal|The Rehearsal,artist_edgar_degas,,1874,1876,painting,impressionism,modern_19c,稽古場の断片を切り取り、舞台の華やかさの裏の疲労を見せた。視線がずれ、偶然のような構図が臨場感を生む。,,
work_the_ballet_class_degas,バレエ教室,The Ballet Class,artist_edgar_degas,,1873,1876,painting,impressionism,modern_19c,稽古場の疲れと緊張を、斜めの構図と切り取る視線で描いた。舞台の華やかさの裏側が現れ、身体が労働として立ち上がる。,,
work_young_girls_at_the_piano,ピアノを弾く少女たち,Young Girls at the Piano,artist_pierre_auguste_renoir,1892,,,painting,impressionism,modern_19c,柔らかな光の中で指先が重なり、家庭の時間が甘く伸びる。音が見えないのに、室内が静かに鳴る。,,
work_pieta_michelangelo,ピエタ,Pietà|Pieta,artist_michelangelo_buonarroti,,1498,1499,sculpture,,renaissance,嘆きの場面を、滑らかな石の質感と折り重なる布で包み込んだ作品。悲しみを過剰に叫ばず、沈黙の重さとして彫り込んでいる。,,
work_poppies_monet,ひなげし,Poppies|Coquelicots,artist_claude_monet,1873,,,painting,impressionism,modern_19c,草地に散る赤い花を、家族の散歩の気配とともに描いた。点在する色が風景を呼吸させ、季節が肌に触れる。,,
work_sunflowers_van_gogh,ひまわり,Sunflowers,artist_vincent_van_gogh,1888,,,painting,post_impressionism,modern_19c,黄色の濃淡だけで花の生命と枯れの気配を描き分けた連作の代表。色そのものが主題となり、絵具の厚みが光を抱える。,,
work_portrait_of_juan_de_pareja,フアン・デ・パレハの肖像,Portrait of Juan de Pareja,artist_diego_velazquez,1650,,,oil_painting,,baroque,深い眼差しと気品で、人物の人格を正面から立ち上げた肖像。社会的立場を越えて、人間の存在感が前に出る。,,
work_portrait_philip_iv_velazquez,フェリペ4世の肖像,Portrait of Philip IV,artist_diego_velazquez,,1623,1624,oil_painting,,baroque,王の威厳を抑制された筆致で描き、権力の重さを静けさに置いた。装飾よりも表情が強く、距離感が冷たい。,,
work_dance_at_bougival,ブジヴァルのダンス,Dance at Bougival,artist_pierre_auguste_renoir,1883,,,painting,impressionism,modern_19c,抱き合う二人の回転を、色の揺れで祝祭へ変えた。背景が溶け、身体の熱だけが画面の中心に残る。,,
work_flowers_warhol,フラワーズ,Flowers,artist_andy_warhol,1964,,,printmaking,pop_art,modern_mid_20c,花の図像を反復し、装飾性と複製の論理を重ねた。明るさの裏で、イメージが消費される速度が見える。,,
work_the_swing_fragonard,ぶらんこ,The Swing|Les Hasards heureux de l’escarpolette,artist_jean_honore_fragonard,1767,,,oil_painting,,rococo,木陰の戯れを、軽やかな筆致と光の粉で甘美に描いたロココの代表作。快楽の瞬間が舞い、秘密の視線が物語を生む。,,
work_la_balançoire_renoir,ぶらんこ,The Swing|La Balançoire,artist_pierre_auguste_renoir,1876,,,painting,impressionism,modern_19c,木漏れ日の斑点が人物に落ち、空気がそのまま揺れる。社交の甘さと瞬間の光が重なり、時間が軽い。,,
work_primavera,プリマヴェーラ,Primavera|Spring,artist_sandro_botticelli,,1477,1482,painting,,renaissance,花咲く森に複数の神々を配し、愛と季節の寓意を編み上げた作品。動きの連鎖が画面を巡り、物語が音楽のように響く。,,
work_brillo_boxes,ブリロ・ボックス,Brillo Boxes,artist_andy_warhol,1964,,,sculpture,pop_art,modern_mid_20c,商品パッケージを箱として再現し、展示空間を流通の棚へ変えた。芸術と商品の境界が崩れ、価値の決まり方が問い直される。,,
work_full_fathom_five,フル・ファゾム・ファイブ,Full Fathom Five,artist_jackson_pollock,1947,,,painting,abstract_expressionism,modern_mid_20c,滴り落ちる絵具と異物の貼り込みで、制作の痕跡をそのまま作品にした。画面が行為の記録となり、見る者は動作のリズムを追体験する。,,
work_blue_poles,ブルー・ポールズ,Blue Poles,artist_jackson_pollock,1952,,,painting,abstract_expressionism,modern_mid_20c,縦の青い要素が混沌に骨格を与え、暴れ回る線を画面の構造へまとめた。衝突の痕跡が残り、制作の熱が冷めない。,,
work_bruges_madonna,ブルージュの聖母,Bruges Madonna,artist_michelangelo_buonarroti,1504,,,sculpture,,renaissance,母子の距離感を微妙に保ち、静かな緊張を石に宿した。視線の向きがわずかにずれ、親密さが一層深く感じられる。,,
work_young_woman_with_a_flute,フルートを持つ若い女,Young Woman with a Flute,artist_johannes_vermeer,,1665,1670,oil_painting,,baroque,柔らかな表情と衣装のきらめきで、親密な距離感を作った。断定しない視線が、人物の謎を残す。,,
work_surrender_of_breda,ブレダの開城,The Surrender of Breda|Las Lanzas,artist_diego_velazquez,,1634,1635,oil_painting,,baroque,勝者と敗者の出会いを、礼節の身振りとして描いた歴史画。槍の林立が緊張を示しつつ、暴力よりも人間の関係が前面に出る。,,
work_prometheus_bound_rubens,プロメテウスの縛め,Prometheus Bound,artist_peter_paul_rubens,,1611,1612,oil_painting,,baroque,鷲に肝を啄まれる苦痛を、筋肉の張りと闇の深さで直撃させた。神話が残酷な肉体の現実として迫る。,,
work_belshazzars_feast,ベルシャザルの饗宴,Belshazzar’s Feast,artist_rembrandt,1635,,,oil_painting,,baroque,神秘の文字が現れる瞬間を、眩い光と驚愕の表情で爆発させた。黄金の質感が欲望の匂いを強め、破滅の予感が走る。,,
work_the_bellelli_family,ベレッリ家,The Bellelli Family,artist_edgar_degas,,1858,1867,painting,,modern_19c,家庭内の緊張を姿勢と距離で描き、肖像画を心理劇へ変えた。沈黙が重く、視線が交わらないことが物語になる。,,
work_the_polish_rider,ポーランドの騎手,The Polish Rider,artist_rembrandt,,1655,1657,oil_painting,,baroque,若い騎手を曖昧な背景に置き、物語を断定しないまま気配だけを濃く残した。孤独な移動の感覚が、視線の遠さに宿る。,,
work_port_en_bessin_seurat,ポール＝アン＝ベッサンの港,Port-en-Bessin,artist_georges_seurat,,1888,1888,painting,neo_impressionism,modern_19c,港の防波堤と海の色を点で組み、静かな秩序として風景を描いた。波の気配が粒として残り、時間が止まる。,,
work_poplars_series,ポプラ並木（連作）,Poplars series,artist_claude_monet,,1891,1891,painting,impressionism,modern_19c,同じ木立を光の違いで描き分け、時間を色の差分として見せる。対象が単純なほど、変化が鋭い。,,
work_ulysses_deriding_polyphemus,ポリュペモスを嘲るユリシーズ,Ulysses Deriding Polyphemus,artist_jmw_turner,1829,,,painting,romanticism,modern_19c,眩い朝焼けの中で神話を展開し、海と空を色の奔流として描いた。物語は口実となり、光そのものが主役になる。,,
work_judith_beheading_holofernes,ホロフェルネスの首を斬るユディト,Judith Beheading Holofernes,artist_caravaggio,,1598,1599,oil_painting,,baroque,暴力の瞬間を正面から捉え、恐怖と決意を同時に浮かび上がらせた。血の赤と闇の黒の対比が、感情の温度を極限まで高める。,,
work_white_center,ホワイト・センター,"White Center (Yellow, Pink and Lavender on Rose)",artist_mark_rothko,1950,,,painting,abstract_expressionism,modern_mid_20c,色の矩形が重なり、境界が溶けることで光のような奥行きを生む。静かな面が感情を引き寄せ、見るほどに呼吸が変わる。,,
work_madonna_of_the_magnificat,マニフィカトの聖母,Madonna of the Magnificat,artist_sandro_botticelli,1481,,,painting,,renaissance,円形画面に書き記す仕草を置き、聖なる言葉を絵画の行為として示した。天使の輪が視線を導き、金の光が甘く響く。,,
work_arrival_of_marie_de_medici,マリー・ド・メディシスのマルセイユ到着,The Arrival of Marie de' Medici at Marseilles,artist_peter_paul_rubens,,1622,1625,oil_painting,,baroque,政治的出来事を神話的祝祭に変え、権力の物語を壮麗に演出した。現実と寓意が溶け、歴史が劇になる。,,
work_coronation_of_marie_de_medici,マリー・ド・メディシスの戴冠,The Coronation of Marie de' Medici,artist_peter_paul_rubens,1625,,,oil_painting,,baroque,戴冠の儀式を光と群像で膨らませ、権威を視覚の洪水として描いた。荘厳さが過剰なほど、政治の匂いが濃い。,,
work_marilyn_diptych,マリリン・ディプティク,Marilyn Diptych,artist_andy_warhol,1962,,,printmaking,pop_art,modern_mid_20c,鮮やかな反復と褪せた反復を並べ、スター像の輝きと消耗を同時に示した。偶像が複製されるほど、死の影が濃くなる。,,
work_mars_and_venus,マルスとヴィーナス,Mars and Venus,artist_sandro_botticelli,1483,,,painting,,renaissance,眠る軍神と目覚める愛の女神を対比し、欲望と無防備さを寓意化した。軽やかな幻想の中に、どこか不穏な気配が漂う。,,
work_christ_in_house_martha_mary_velazquez,マルタとマリアの家のキリスト,Christ in the House of Martha and Mary,artist_diego_velazquez,1618,,,oil_painting,,baroque,台所の手仕事を前景に置き、信仰を生活の内部へ接続した。現実と聖なる場面が重なり、見る者の視線が揺れる。,,
work_mural_pollock,ミューラル,Mural,artist_jackson_pollock,1943,,,painting,abstract_expressionism,modern_mid_20c,大画面にうねる線と形で、身体の運動を壁一面のエネルギーへ変えた。視線が走り続け、止まる場所がない。,,
work_bal_du_moulin_de_la_galette,ムーラン・ド・ラ・ギャレットの舞踏会,Bal du moulin de la Galette,artist_pierre_auguste_renoir,1876,,,painting,impressionism,modern_19c,木漏れ日が人物を細かく切り、雑踏の喜びを光の粒で描いた。動きが止まらず、視線が踊る。,,
work_medusa_caravaggio,メドゥーサ,Medusa,artist_caravaggio,1597,,,painting,,baroque,首を斬られた瞬間の叫びを盾の形に閉じ込め、恐怖を直撃させる。血と視線が飛び出し、見る者の身体が反応する。,,
work_melencolia_i,メランコリアI,Melencolia I,artist_albrecht_durer,1514,,,printmaking,,renaissance,沈思する翼ある人物と道具群で、創造の苦悩と知の限界を象徴化した銅版画。寓意が重層し、読むように鑑賞が進む。,,
work_moses_michelangelo,モーセ像,Moses,artist_michelangelo_buonarroti,,1513,1515,sculpture,,renaissance,ねじれた姿勢と鋭い眼差しで、内なる怒りと理性のせめぎ合いを表した像。石が皮膚になる瞬間を感じさせる彫りの深さが圧倒的。,,
work_the_models_seurat,モデルたち,The Models|Les Poseuses,artist_georges_seurat,1888,,,painting,neo_impressionism|pointillism,modern_19c,制作の場面を点描で描き、裸体と絵画の関係を内側から問うた。見ることと作ることが一枚で衝突する。,,
work_mona_lisa,モナ・リザ,Mona Lisa|La Gioconda|La Joconde,artist_leonardo_da_vinci,,1503,1506,oil_painting,,renaissance,人物の微笑と遠景の空気感が一体化した肖像画の金字塔。繊細な陰影の重なりが表情を揺らし、見る者の視線を静かに捕まえ続ける。,,
work_rue_montorgueil,モントルグイユ街,Rue Montorgueil,artist_claude_monet,1878,,,painting,impressionism,modern_19c,旗と群衆のざわめきを色の振動で捉え、祝祭を視覚の波にした。まとまりのないはずの街が、一つの熱になる。,,
work_portrait_of_jan_six,ヤン・シックスの肖像,Portrait of Jan Six,artist_rembrandt,1654,,,oil_painting,,baroque,外出の一瞬を切り取り、動作の途中に人格が立ち上がる肖像。筆触の省略が、逆に生々しさを増す。,,
work_the_jewish_bride,ユダヤの花嫁,The Jewish Bride,artist_rembrandt,,1665,1667,oil_painting,,baroque,厚い絵具の層が光を抱え、触れる仕草に親密さを宿す作品。人物の物語は断定されず、感情だけが確かな手触りで残る。,,
work_soft_construction_with_boiled_beans,ゆでた豆のある柔らかな構造（内乱の予感）,Soft Construction with Boiled Beans,artist_salvador_dali,1936,,,painting,surrealism,modern_mid_20c,引き裂かれる肉体のような形で内戦の不安を象徴化した。暴力が抽象化されても痛みは消えず、画面が不穏に脈打つ。,,
work_la_grenouillere_monet,ラ・グルヌイエール,La Grenouillère,artist_claude_monet,1869,,,painting,impressionism,modern_19c,水面の反射と人々の動きを短い筆致で描き、夏の余暇の瞬間を固定した。光が割れ、視線が水に吸い込まれる。,,
work_la_fornarina,ラ・フォルナリーナ,La Fornarina,artist_raphael,1520,,,painting,,renaissance,視線の近さと肌の柔らかさで、理想と官能がせめぎ合う肖像。愛情の気配が濃く、画家の私的な感情が滲む。,,
work_lion_hunt_rubens,ライオン狩り,The Lion Hunt,artist_peter_paul_rubens,1616,,,oil_painting,,baroque,狩りの混乱を塊として組み上げ、暴力のエネルギーを圧縮した。人体と獣が絡み、画面が衝撃の連続になる。,,
work_las_meninas,ラス・メニーナス,Las Meninas|The Ladies-in-waiting,artist_diego_velazquez,1656,,,oil_painting,,baroque,王女と侍女たちの室内に、鏡像と視線の罠を仕掛けた問題作。描く者と見られる者の立場が入れ替わり、絵画空間が哲学になる。,,
work_lavender_mist,ラベンダー・ミスト,Lavender Mist (Number 1),artist_jackson_pollock,1950,,,painting,abstract_expressionism,modern_mid_20c,霧のような層が重なり、線が空間の奥へ沈んでいく作品。色の名が示す通り、形よりも気配が先に届く。,,
work_libyan_sibyl,リビアの巫女,Libyan Sibyl,artist_michelangelo_buonarroti,,1511,1512,painting,,renaissance,ねじれた姿勢の美しさで、知の負荷を身体の運動へ変えた。筋肉が言葉の代わりに語る。,,
work_woman_with_a_lute,リュートを持つ女,Woman with a Lute,artist_johannes_vermeer,1662,,,oil_painting,,baroque,調弦の合間の静けさを描き、音の気配を光で表現した。行為が止まる瞬間に、心の動きだけが残る。,,
work_still_life_apples_and_oranges,リンゴとオレンジの静物,Still Life with Apples and Oranges,artist_paul_cezanne,,1899,1900,painting,post_impressionism,modern_19c,果物と布の折れが空間を組み立て、静物が構造の問題になる。傾きが意図的で、見るほどに頭が働く。,,
work_still_life_with_apples_cezanne,リンゴの静物,Still Life with Apples,artist_paul_cezanne,,1878,1879,painting,post_impressionism,modern_19c,果物と皿の配置で、重さとバランスを視覚化した静物。色の調整が空間を生み、写実以上に確かな存在感を作る。,,
work_basket_of_apples,リンゴの籠,The Basket of Apples,artist_paul_cezanne,1893,,,painting,post_impressionism,modern_19c,静物をわずかに歪ませ、安定と不安定の間で空間を再構成した。テーブルの傾きが、絵画が現実を作り直す力を示す。,,
work_le_chahut,ル・シャユ,Le Chahut,artist_georges_seurat,1890,,,painting,neo_impressionism|pointillism,modern_19c,踊りの反復を色と線の規則で組み立て、興奮が設計された感覚になる。楽しいのにどこか硬い。,,
work_rouen_cathedral_monet,ルーアン大聖堂（連作）,Rouen Cathedral series|Cathédrale de Rouen,artist_claude_monet,,1892,1894,painting,impressionism,modern_19c,同じファサードを光と天候で描き分け、石が色の変化として揺れる連作。対象の不変性が、むしろ視覚の不確かさを照らす。,,
work_rape_of_the_daughters_of_leucippus,レウキッポスの娘たちの略奪,The Rape of the Daughters of Leucippus,artist_peter_paul_rubens,1617,,,oil_painting,,baroque,ねじれる身体と馬の力学で、暴力と官能を同時に押し出した。動きが止まらず、画面全体が引き裂かれるように回転する。,,
work_the_lacemaker,レースを編む女,The Lacemaker,artist_johannes_vermeer,1670,,,oil_painting,,baroque,指先の集中を極限まで凝縮し、静かな労働を宝石のような光で描いた。小さな世界に、時間の密度が詰まっている。,,
work_rokeby_venus,ロークビーのヴィーナス,Rokeby Venus|The Toilet of Venus,artist_diego_velazquez,,1647,1651,oil_painting,,baroque,背を向けた裸婦と鏡像で、見る行為そのものを主題化した。柔らかな肌の描写が官能を生みながら、視線の距離感がどこか冷たい。,,
work_los_caprichos,ロス・カプリーチョス,Los Caprichos,artist_francisco_goya,1799,,,printmaking,romanticism,modern_19c,迷信や愚かさを風刺した版画連作で、社会批評を鋭利なイメージに結晶させた。幻想と現実が交錯し、人間の闇が笑いの形で暴かれる。,,
work_madonna_di_loreto,ロレートの聖母,Madonna of Loreto|Pilgrim's Madonna,artist_caravaggio,1604,,,oil_painting,,baroque,泥だらけの巡礼者を前面に置き、聖性を日常の土の匂いへ引き寄せた。光が奇跡ではなく現実の重さとして差し込む。,,
work_rondanini_pieta,ロンダニーニのピエタ,Rondanini Pietà,artist_michelangelo_buonarroti,,1552,1564,sculpture,,renaissance,削り残しのような形が、哀悼を言葉以前の感触として残す晩年作。完成よりも祈りの過程が前面に出る。,,
work_girl_with_wine_glass,ワイングラスを持つ娘,Girl with a Wine Glass,artist_johannes_vermeer,1659,,,oil_painting,,baroque,誘いとためらいが同居する場面を、光と距離で繊細に示した。会話の温度が、反射や視線の角度として現れる。,,
work_the_glass_of_wine,ワインの杯,The Glass of Wine,artist_johannes_vermeer,1659,,,oil_painting,,baroque,会話の駆け引きを光と距離で表し、甘さの裏に緊張を残した。ガラスの輝きが、沈黙を鋭くする。,,
work_one_number_31_1950,ワン：ナンバー31（1950年）,"One: Number 31, 1950",artist_jackson_pollock,1950,,,painting,abstract_expressionism,modern_mid_20c,線の網が巨大画面を覆い、中心のない空間が視線をさまよわせる。制作の運動がそのまま地図になり、時間が沈殿する。,,
work_garden_of_love,愛の園,The Garden of Love,artist_peter_paul_rubens,1633,,,oil_painting,,baroque,祝祭的な庭園で、愛と豊穣を豪奢な色彩で讃えた。群像の渦が視線を運び、神話と現実の社交が溶け合う。,,
work_progress_of_love_fragonard,愛の成り行き,The Progress of Love,artist_jean_honore_fragonard,1773,,,painting,,rococo,恋の駆け引きを連作として描き、庭園の舞台で感情の変化を追った。軽妙な物語の裏に、視線と身振りの心理劇が仕込まれている。,,
work_garden_of_love_rubens,愛の庭,The Garden of Love,artist_peter_paul_rubens,1633,,,oil_painting,,baroque,庭園の祝祭を豊かな肉体と光で描き、愛を社会的な舞台として見せた。甘さが濃いほど、享楽の時間が加速する。,,
work_madonna_della_seggiola,椅子の聖母,Madonna della Seggiola,artist_raphael,1514,,,painting,,renaissance,円形の中に母子の抱擁を密に収め、親密さを極限まで濃くした。柔らかな色調が、崇高さを日常の温度へ近づける。,,
work_impression_sunrise,印象・日の出,"Impression, Sunrise|Impression, soleil levant",artist_claude_monet,1872,,,painting,impressionism,modern_19c,港の霧と朝日を、輪郭ではなく色の震えで捉えた作品。短い筆触が視覚体験を優先し、印象派という呼称の起点となった。,,
work_rain_steam_and_speed,雨、蒸気、速度,"Rain, Steam and Speed",artist_jmw_turner,1844,,,painting,romanticism,modern_19c,鉄道橋を突き進む列車を、雨と蒸気の渦の中に溶かし込んだ。輪郭が崩れるほど速度が増し、近代の感覚が絵の物質になる。,,
work_the_umbrellas_renoir,雨傘,The Umbrellas,artist_pierre_auguste_renoir,,1881,1886,painting,impressionism,modern_19c,群衆の動きと布の質感を、印象派の光と描線の確かさで両立させた。瞬間の雑踏が、構築された秩序として見える。,,
work_yellow_red_blue,黄・赤・青,Yellow-Red-Blue,artist_wassily_kandinsky,1925,,,painting,abstract_art,modern_early_20c,色と形の対比で、画面を複数の領域に分節したバウハウス期の代表作。構成の明快さが、抽象の言語を洗練させる。,,
work_san_giorgio_maggiore_at_dusk,黄昏のサン・ジョルジョ・マッジョーレ,San Giorgio Maggiore at Dusk,artist_claude_monet,1908,,,painting,impressionism,modern_early_20c,水面と空が溶ける夕景で、建物を光の残像として扱った。輪郭が消えるほど、色が時間の最後を語る。,,
work_the_yellow_christ,黄色いキリスト,The Yellow Christ|Le Christ jaune,artist_paul_gauguin,1889,,,painting,post_impressionism,modern_19c,キリスト像を強い黄色で描き、宗教を土地の風土と結びつけた。現実の信仰と内面の象徴が重なり、色が精神の記号となる。,,
work_music_matisse,音楽,Music|La Musique,artist_henri_matisse,1910,,,painting,,modern_early_20c,人物を記号のように置き、音を聴く行為を静止した形で表した。色面の配置が調和と緊張を作り、絵画が抽象へ橋を架ける。,,
work_portrait_of_a_musician,音楽家の肖像,Portrait of a Musician,artist_leonardo_da_vinci,,1485,1490,painting,,renaissance,視線と口元に緊張を残し、知性と気配を短い距離で突きつける肖像。未完に近い部分が、逆に生身の瞬間を感じさせる。,,
work_musicians_caravaggio,音楽隊,The Musicians,artist_caravaggio,1595,,,oil_painting,,baroque,若者たちの肌と楽器の質感で、官能と憂いを同時に漂わせた。音楽が甘くなるほど、現実の匂いが濃くなる。,,
work_young_woman_powdering_herself,化粧する若い女性,Young Woman Powdering Herself|Jeune femme se poudrant,artist_georges_seurat,,1889,1890,painting,neo_impressionism|pointillism,modern_19c,室内の女性像を点描で描き、肌や布の質感を科学的な色の粒で構成した。親密な場面がどこか冷たく、近代的な視線が露わになる。,,
work_boy_with_a_basket_of_fruit,果物籠を持つ少年,Boy with a Basket of Fruit,artist_caravaggio,,1593,1594,oil_painting,,baroque,瑞々しい果物の誘惑と、傷みかけた部分の気配を同時に描いた。美と腐敗が隣り合い、若さの不安定さが滲む。,,
work_almond_blossom,花咲くアーモンドの枝,Almond Blossom,artist_vincent_van_gogh,1890,,,painting,post_impressionism,modern_19c,明るい空に枝を切り取り、生命の始まりを軽やかに示した。日本美術の構図を思わせ、希望が線として伸びる。,,
work_where_do_we_come_from,我々は何処から来たのか 我々は何者か 我々は何処へ行くのか,Where Do We Come From? What Are We? Where Are We Going?,artist_paul_gauguin,,1897,1898,painting,post_impressionism,modern_19c,人生の循環を横長の画面に展開し、タヒチの風景に哲学的問いを埋め込んだ。象徴的な人物配置が、物語を寓意として読む誘いになる。,,
work_saturn_devouring_his_son,我が子を喰らうサトゥルヌス,Saturn Devouring His Son,artist_francisco_goya,,1819,1823,painting,romanticism,modern_19c,狂気の神話を、壁に直接描くような荒い筆触で露出させた。闇の中の眼光が、理性の崩壊と暴力の根を生々しく示す。,,
work_the_fighting_temeraire,解体される戦艦テメレール号,The Fighting Temeraire,artist_jmw_turner,1839,,,painting,romanticism,modern_19c,栄光の帆船が蒸気船に曳かれてゆく夕景で、時代の転換を詩として描いた。沈む光と淡い色調が、郷愁と終わりの気配を滲ませる。,,
work_peace_burial_at_sea,海に葬られる平和,Peace Burial at Sea,artist_jmw_turner,1842,,,painting,romanticism,modern_19c,夜の海に浮かぶ船の光で、追悼を静かな炎として示した。暗闇の深さが、喪失の重さを増幅させる。,,
work_sunrise_with_sea_monsters,海の怪物と日の出,Sunrise with Sea Monsters,artist_jmw_turner,1845,,,watercolor,romanticism,modern_19c,海と空の境界が溶ける光の中に、想像上の怪物を漂わせた水彩。自然観察と幻想が混ざり合い、見る者の心象が風景へ投影される。,,
work_the_art_of_painting,絵画芸術,The Art of Painting|The Allegory of Painting,artist_johannes_vermeer,,1666,1668,oil_painting,,baroque,画家とモデルの室内を舞台に、描く行為そのものを主題化した作品。カーテン越しの視線が、鑑賞者を制作の現場へ引き込む。,,
work_red_fuji,凱風快晴,"South Wind, Clear Sky|Red Fuji|Gaifū kaisei",artist_katsushika_hokusai,,1830,1832,printmaking,ukiyo_e,modern_19c,朝日の赤に染まる富士を大胆な面で捉え、簡潔さの中に季節と気象を封じた。輪郭の強さと色の対比が、静かな崇高さを生む。,,
